date, pm25, pm10, o3, no2, so2, co
2016/9/4, 45, 31, 28, 9, 1, 6
2016/9/5, 49, 24, 29, 8, 2, 6
2016/9/6, 48, 19, 23, 8, 1, 6
2016/9/7, 27, 27, 24, 8, 1, 6
2016/9/8, 41, 27, 21, 7, 2, 6
2016/9/9, 44, 24, 18, 6, 2, 6
2016/9/10, 37, 19, 17, 5, 1, 5
2016/9/11, 33, 16, 16, 2, 1, 4
2016/9/12, 26, 20, 29, 2, 1, 4
2016/9/13, 33, 18, 21, 6, 1, 5
2016/9/14, 27, 33, 36, 7, 1, 6
2016/9/15, 59, 43, 46, 9, 2, 7
2016/9/16, 90, 37, 44, 9, 2, 7
2016/9/17, 83, 37, 51, 9, 2, 7
2016/9/18, 81, 31, 62, 7, 1, 6
2016/9/19, 68, 32, 41, 7, 2, 6
2016/9/20, 70, 14, 33, 4, 9, 5
2016/9/21, 23, 13, 27, 4, 1, 5
2016/9/22, 30, 12, 14, 4, 1, 5
2016/9/23, 20, 16, 13, 3, 2, 5
2016/9/24, 26, 19, 17, 5, 2, 5
2016/9/25, 31, 29, 23, 8, 5, 6
2016/9/26, 51, 36, 25, 9, 2, 5
2016/9/27, 57, 36, 29, 9, 2, 6
2016/9/28, 64, 60, 49, 13, 2, 8
2016/9/29, 133, 39, 48, 7, 2, 8
2016/9/30, 77, 31, 43, 8, 1, 7
2016/4/1, 67, 24, 22, 5, 2, 6
2016/4/2, 54, 25, 20, 4, 2, 6
2016/4/3, 58, 26, 20, 5, 3, 5
2016/4/4, 55, 27, 22, 4, 1, 5
2016/4/5, 56, 26, 23, 3, , 5
2016/4/6, 56, 27, 22, 5, 1, 6
2016/4/7, 58, 25, 20, 5, 1, 5
2016/4/8, 56, 23, 20, 4, 1, 5
2016/4/9, 55, 27, 24, 4, 1, 5
2016/4/10, 57, 47, 35, 5, 1, 6
2016/4/11, 87, 43, 28, 4, 1, 6
2016/4/12, 67, 50, 35, 6, 1, 6
2016/4/13, 90, 56, 35, 7, 1, 7
2016/4/14, 97, 54, 34, 4, , 6
2016/4/15, 93, 51, 35, 3, , 6
2016/4/16, 95, 46, 25, 4, 1, 6
2016/4/17, 79, 39, 48, 6, 2, 6
2016/4/18, 76, 36, 31, 5, 1, 6
2016/4/19, 75, 24, 22, 5, 1, 5
2016/4/20, 50, 26, 22, 4, 1, 5
2016/4/21, 55, 26, 21, 5, 2, 5
2016/4/22, 48, 26, 40, 10, 1, 8
2016/4/23, 55, 34, 44, 17, 1, 9
2016/4/24, 62, 41, 23, 10, 1, 9
2016/4/25, 64, 26, 34, 5, 1, 7
2016/4/26, 49, 33, 22, 10, 1, 7
2016/4/27, 65, 33, 29, 10, 1, 8
2016/4/28, 62, 34, 23, 15, 1, 8
2016/4/29, 65, 31, 24, 10, 1, 7
2016/4/30, 57, 30, 20, 7, 2, 6
2016/5/1, 58, 30, 18, 4, 1, 6
2016/5/2, 58, 27, 16, 4, 1, 5
2016/5/3, 52, 27, 19, 4, 1, 5
2016/5/4, 63, 26, 15, 4, 1, 5
2016/5/5, 54, 25, 16, 5, 1, 5
2016/5/6, 51, 25, 20, 5, 1, 5
2016/5/7, 45, 23, 18, 4, 2, 5
2016/5/8, 48, 24, 18, 3, 1, 5
2016/5/9, 44, 25, 18, 4, 1, 5
2016/5/10, 57, 29, 33, 6, 1, 6
2016/5/11, 62, 25, 34, 5, , 6
2016/5/12, 51, 29, 40, 11, 1, 6
2016/5/13, 57, 22, 27, 4, 1, 5
2016/5/14, 47, 20, 26, 5, 1, 5
2016/5/15, 49, 22, 32, 8, 2, 6
2016/5/16, 50, 36, 49, 6, 1, 6
2016/5/17, 70, 30, 58, 5, 1, 6
2016/5/18, 61, 23, 19, 5, 1, 6
2016/5/19, 52, 21, 22, 6, 2, 5
2016/5/20, 43, 28, 42, 8, 1, 6
2016/5/21, 54, 21, 36, 8, 2, 6
2016/5/22, 51, 28, 45, 6, 2, 8
2016/5/23, 66, 22, 34, 3, 1, 7
2016/5/24, 52, 14, 19, 2, , 5
2016/5/25, 27, 17, 24, 5, 1, 5
2016/5/26, 37, 20, 26, 8, 1, 6
2016/5/27, 43, 35, 28, 8, 1, 7
2016/5/28, 63, 36, 23, 10, 1, 7
2016/5/29, 59, 35, 25, 7, 1, 7
2016/5/30, 56, 26, 26, 3, 1, 5
2016/5/31, 39, 23, 29, 4, 4, 5
2016/6/1, 38, 25, 36, 6, 1, 6
2016/6/2, 49, 25, 40, 6, 1, 6
2016/6/3, 56, 26, 38, 6, 1, 6
2016/6/4, 54, 28, 37, 8, 2, 6
2016/6/5, 55, 22, 38, 6, 1, 5
2016/6/6, 46, 25, 34, 7, 2, 5
2016/6/7, 48, 19, 31, 7, 1, 5
2016/6/8, 33, 18, 30, 7, 1, 6
2016/6/9, 34, 26, 38, 10, 1, 6
2016/6/10, 50, 31, 41, 11, 1, 7
2016/6/11, 64, 28, 42, 9, 1, 7
2016/6/12, 60, 28, 40, 9, 2, 6
2016/6/13, 58, 29, 37, 10, 2, 5
2016/6/14, 57, 25, 33, 7, 1, 5
2016/6/15, 49, 29, 32, 7, 2, 5
2016/6/16, 51, 24, 27, 8, 2, 5
2016/6/17, 38, 21, 23, 5, 1, 5
2016/6/18, 33, 15, 13, 4, 2, 5
2016/6/19, 23, 17, 16, 4, 2, 5
2016/6/20, 30, 20, 32, 5, 1, 5
2016/6/21, 42, 17, 15, 5, 2, 5
2016/6/22, 22, 17, 18, 5, 2, 6
2016/6/23, 26, 18, 21, 5, 1, 6
2016/6/24, 28, 18, 18, 8, 2, 6
2016/6/25, 35, 18, 18, 6, 2, 6
2016/6/26, 28, 13, 18, 3, 1, 7
2016/6/27, 20, 16, 22, 3, 1, 5
2016/6/28, 22, 19, 15, 7, 1, 6
2016/6/29, 36, 32, 24, 4, , 5
2016/6/30, 54, 33, 24, 3, 1, 5
2016/1/4, 49, 23, 25, 12, 2, 9
2016/1/5, 51, 28, 34, 7, 2, 7
2016/1/6, 64, 33, 44, 5, 2, 7
2016/1/7, 66, 32, 40, 4, 2, 7
2016/1/8, 56, 42, 42, 5, 4, 7
2016/1/9, 76, 40, 40, 5, 2, 7
2016/1/10, 72, 40, 40, 10, 3, 8
2016/1/11, 69, 21, 29, 6, 1, 8
2016/1/12, 53, 18, 35, 3, 2, 8
2016/1/13, 46, 20, 34, 4, 2, 8
2016/1/14, 50, 35, 30, 8, 2, 8
2016/1/15, 63, 34, 28, 12, 2, 10
2016/1/16, 68, 36, 19, 11, 1, 9
2016/1/17, 66, 27, 32, 5, 2, 11
2016/1/18, 66, 13, 34, 4, 2, 10
2016/1/19, 26, 24, 32, 8, 2, 9
2016/1/20, 51, 38, 29, 16, 4, 10
2016/1/21, 72, 37, 25, 14, 2, 10
2016/1/22, 65, 20, 16, 6, 2, 11
2016/1/23, 33, 18, 27, 5, 2, 9
2016/1/24, 24, 26, 31, 6, 2, 8
2016/1/25, 80, 39, 36, 10, 2, 9
2016/1/26, 84, 32, 36, 15, 2, 9
2016/1/27, 73, 39, 28, 22, 3, 12
2016/1/28, 86, 30, 31, 15, 2, 11
2016/1/29, 66, 17, 28, 6, 2, 8
2016/1/30, 39, 25, 27, 3, 2, 8
2016/1/31, 47, 21, 25, 6, 2, 8
2016/2/1, 47, 15, 27, 7, 3, 9
2016/2/2, 34, 18, 42, 5, 1, 9
2016/2/3, 46, 29, 40, 4, 1, 7
2016/2/4, 66, 34, 42, 6, 2, 8
2016/2/5, 81, 41, 45, 5, 2, 8
2016/2/6, 103, 63, 58, 5, 6, 6
2016/2/7, 122, 64, 51, 6, 9, 5
2016/2/8, 130, 49, 49, 5, 3, 6
2016/2/9, 96, 45, 39, 7, 3, 6
2016/2/10, 79, 38, 27, 7, 2, 7
2016/2/11, 68, 30, 22, 7, 2, 7
2016/2/12, 67, 36, 21, 9, 2, 8
2016/2/13, 80, 35, 24, 8, 2, 8
2016/2/14, 79, 32, 35, 6, 1, 9
2016/2/15, 80, 20, 39, 6, 2, 8
2016/2/16, 54, 24, 40, 7, 2, 7
2016/2/17, 58, 33, 45, 8, 4, 8
2016/2/18, 73, 36, 41, 5, 2, 7
2016/2/19, 72, 27, 32, 4, 2, 8
2016/2/20, 56, 33, 43, 4, 2, 8
2016/2/21, 75, 42, 39, 6, 2, 7
2016/2/22, 82, 42, 32, 6, 4, 7
2016/2/23, 84, 19, 34, 6, 1, 8
2016/2/24, 33, 14, 41, 6, 2, 7
2016/2/25, 32, 19, 38, 11, 2, 7
2016/2/26, 43, 23, 44, 11, 2, 7
2016/2/27, 62, 38, 51, 10, 2, 8
2016/2/28, 81, 42, 72, 9, 2, 8
2016/2/29, 85, 63, 58, 8, 2, 6
2016/3/1, 104, 52, 48, 4, 1, 6
2016/3/2, 84, 45, 46, 5, 2, 6
2016/3/3, 77, 33, 31, 5, 2, 6
2016/3/4, 59, 26, 24, 6, 2, 6
2016/3/5, 50, 27, 27, 9, 2, 7
2016/3/6, 60, 24, 24, 7, 2, 6
2016/3/7, 55, 23, 38, 6, 2, 6
2016/3/8, 53, 24, 22, 7, 2, 7
2016/3/9, 52, 28, 19, 8, 1, 6
2016/3/10, 59, 22, 22, 7, 1, 7
2016/3/11, 36, 22, 35, 16, 2, 7
2016/3/12, 32, 41, 25, 19, 2, 9
2016/3/13, 67, 30, 22, 15, 1, 9
2016/3/14, 61, 27, 35, 9, 1, 8
2016/3/15, 59, 35, 30, 16, 1, 9
2016/3/16, 67, 31, 23, 10, 2, 7
2016/3/17, 62, 28, 25, 5, 2, 5
2016/3/18, 68, 29, 20, 8, 2, 6
2016/3/19, 58, 24, 20, 3, 1, 5
2016/3/20, 50, 27, 25, 4, 1, 6
2016/3/21, 62, 32, 26, 4, 2, 6
2016/3/22, 65, 26, 25, 4, 2, 6
2016/3/23, 56, 41, 33, 8, 2, 7
2016/3/24, 52, 21, 27, 8, 2, 7
2016/3/25, 36, 37, 58, 6, 2, 7
2016/3/26, 81, 50, 99, 7, 3, 6
2016/3/27, 97, 55, 86, 8, 3, 6
2016/3/28, 92, 46, 61, 5, 3, 5
2016/3/29, 83, 47, 45, 7, 1, 6
2016/3/30, 91, 41, 35, 9, 2, 6
2016/3/31, 83, 36, 24, 10, 2, 7
2015/10/1, 70, 23, 23, 10, 1, 7
2015/10/2, 51, 25, 26, 13, 1, 8
2015/10/3, 52, 32, 34, 11, 1, 8
2015/10/4, 68, 23, 39, 8, 1, 7
2015/10/5, 54, 14, 20, 7, , 7
2015/10/6, 28, 19, 22, 8, 3, 8
2015/10/7, 45, 23, 21, 9, 2, 8
2015/10/8, 47, 22, 17, 7, 2, 7
2015/10/9, 45, 18, 16, 9, 1, 6
2015/10/10, 39, 19, 32, 11, 1, 7
2015/10/11, 32, 15, 29, 11, 2, 7
2015/10/12, 28, 21, 43, 8, 1, 7
2015/10/13, 45, 30, 50, 6, 1, 7
2015/10/14, 72, 58, 97, 12, 3, 8
2015/10/15, 132, 65, 96, 15, 3, 10
2015/10/16, 156, 66, 101, 14, 3, 11
2015/10/17, 151, 61, 84, 18, 3, 8
2015/10/18, 141, 62, 86, 18, 4, 8
2015/10/19, 140, 63, 72, 15, 3, 8
2015/10/20, 146, 64, 64, 13, 3, 8
2015/10/21, 150, 58, 83, 13, 3, 8
2015/10/22, 131, 52, 72, 14, 3, 7
2015/10/23, 102, 49, 61, 10, 2, 7
2015/10/24, 103, 37, 42, 11, 2, 6
2015/10/25, 80, 29, 29, 9, 2, 6
2015/10/26, 53, 25, 29, 8, 2, 6
2015/10/27, 49, 28, 27, 6, 2, 5
2015/10/28, 51, 29, 28, 4, 1, 5
2015/10/29, 59, 32, 29, 5, 1, 6
2015/10/30, 60, 33, 31, 4, 1, 6
2015/10/31, 57, 33, 40, 4, 1, 7
2015/11/1, 61, 34, 42, 7, 2, 9
2015/11/2, 75, 37, 50, 9, 2, 7
2015/11/3, 70, 43, 39, 5, 2, 7
2015/11/4, 80, 19, 26, 5, 2, 6
2015/11/5, 38, 26, 16, 3, 2, 6
2015/11/6, 53, 23, 16, 5, 1, 6
2015/11/7, 46, 21, 18, 5, 1, 6
2015/11/8, 40, 24, 19, 5, 2, 5
2015/11/9, 44, 25, 21, 3, 1, 4
2015/11/10, 42, 26, 19, 4, 1, 5
2015/11/11, 94, 26, 22, 5, 1, 6
2015/11/12, 97, 22, 22, 7, 2, 6
2015/11/13, 38, 24, 25, 7, 2, 6
2015/11/14, 47, 20, 21, 4, 2, 6
2015/11/15, 37, 20, 20, 5, 2, 6
2015/11/16, 37, 25, 23, 7, 2, 6
2015/11/17, 49, 24, 22, 7, 2, 7
2015/11/18, 47, 20, 23, 4, 2, 4
2015/11/19, 40, 26, 19, 4, 2, 5
2015/11/20, 41, 25, 24, 5, 2, 8
2015/11/21, 45, 21, 23, 5, 2, 8
2015/11/22, 39, 29, 36, 4, 2, 9
2015/11/23, 54, 34, 39, 6, 2, 9
2015/11/24, 58, 38, 41, 9, 2, 8
2015/11/25, 61, 47, 59, 10, 2, 8
2015/11/26, 103, 43, 46, 7, 2, 5
2015/11/27, 67, 37, 38, 6, 2, 5
2015/11/28, 62, 41, 36, 9, 1, 6
2015/11/29, 69, 39, 69, 6, 2, 6
2015/11/30, 75, 34, 55, 7, 1, 6
2015/12/1, 65, 27, 30, 7, 1, 6
2015/12/2, 50, 30, 33, 7, 2, 6
2015/12/3, 57, 36, 37, 7, 1, 7
2015/12/4, 70, 36, 29, 8, 1, 7
2015/12/5, 60, 18, 27, 6, 1, 6
2015/12/6, 36, 19, 37, 6, 1, 6
2015/12/7, 41, 23, 35, 8, 1, 6
2015/12/8, 54, 22, 37, 14, 2, 8
2015/12/9, 41, 30, 36, 11, 2, 7
2015/12/10, 60, 29, 38, 6, 2, 6
2015/12/11, 47, 25, 35, 6, 2, 6
2015/12/12, 55, 29, 32, 7, 2, 6
2015/12/13, 56, 31, 34, 11, 2, 7
2015/12/14, 59, 40, 49, 7, 2, 8
2015/12/15, 80, 42, 33, 5, 2, 9
2015/12/16, 72, 53, 37, 6, 3, 7
2015/12/17, 106, 54, 47, 5, 2, 5
2015/12/18, 87, 41, 39, 5, 1, 5
2015/12/19, 81, 37, 42, 7, 1, 6
2015/12/20, 73, 21, 29, 6, 2, 6
2015/12/21, 44, 31, 23, 5, 1, 6
2015/12/22, 53, 26, 20, 8, 2, 6
2015/12/23, 51, 29, 22, 11, 2, 7
2015/12/24, 53, 30, 25, 8, 3, 8
2015/12/25, 56, 22, 41, 5, 2, 9
2015/12/26, 51, 37, 35, 8, 2, 9
2015/12/27, 79, 33, 35, 8, 2, 10
2015/12/28, 54, 34, 39, 6, 2, 7
2015/12/29, 62, 42, 40, 4, 2, 6
2015/12/30, 76, 33, 37, 5, 1, 7
2015/12/31, 80, , , , , 
2015/7/1, 61, 33, 45, 12, 3, 6
2015/7/2, 62, 44, 44, 13, 4, 7
2015/7/3, 74, 44, 43, 13, 3, 7
2015/7/4, 76, 39, 43, 12, 3, 7
2015/7/5, 77, 39, 44, 12, 3, 8
2015/7/6, 72, 39, 51, 12, 5, 9
2015/7/7, 74, 55, 63, 11, 4, 9
2015/7/8, 94, 47, 60, 12, 5, 9
2015/7/9, 98, 41, 42, 12, 3, 10
2015/7/10, 93, 28, 35, 9, 4, 10
2015/7/11, 55, 22, 38, 9, 3, 9
2015/7/12, 46, 35, 37, 15, 4, 10
2015/7/13, 73, 24, 31, 8, 1, 7
2015/7/14, 53, 24, 28, 8, 1, 6
2015/7/15, 44, 34, 26, 13, 1, 6
2015/7/16, 49, 21, 25, 7, 1, 5
2015/7/17, 38, 20, 22, 10, 1, 7
2015/7/18, 35, 19, 20, 4, 1, 6
2015/7/19, 29, 19, 17, 4, 2, 6
2015/7/20, 27, 30, 27, 10, 2, 9
2015/7/21, 49, 30, 24, 9, 2, 7
2015/7/22, 51, 30, 28, 10, 2, 6
2015/7/23, 52, 24, 26, 5, 2, 4
2015/7/24, 43, 25, 34, 6, 2, 5
2015/7/25, 42, 29, 25, 9, 2, 5
2015/7/26, 48, 23, 20, 10, 2, 5
2015/7/27, 36, 19, 21, 8, 1, 6
2015/7/28, 33, 17, 19, 8, 2, 6
2015/7/29, 31, 17, 16, 9, 2, 6
2015/7/30, 31, 17, 15, 9, 2, 6
2015/7/31, 31, 17, 16, 6, 2, 5
2015/8/1, 34, 21, 15, 6, 2, 6
2015/8/2, 45, 22, 12, 6, 5, 5
2015/8/3, 48, 25, 20, 6, 2, 6
2015/8/4, 48, 21, 14, 6, 2, 5
2015/8/5, 40, 20, 16, 6, 2, 6
2015/8/6, 39, 22, 20, 7, 2, 6
2015/8/7, 47, 31, 29, 10, 2, 7
2015/8/8, 60, 21, 25, 7, 3, 7
2015/8/9, 46, 19, 26, 6, 2, 8
2015/8/10, 38, 23, 23, 6, 2, 7
2015/8/11, 42, 26, 23, 8, 2, 8
2015/8/12, 51, 26, 27, 10, 2, 7
2015/8/13, 47, 32, 24, 9, 3, 7
2015/8/14, 54, 27, 26, 6, 2, 6
2015/8/15, 48, 23, 30, 5, 2, 6
2015/8/16, 44, 26, 28, 5, 3, 7
2015/8/17, 53, 26, 28, 4, 3, 7
2015/8/18, 48, 25, 28, 3, 2, 7
2015/8/19, 48, 26, 27, 5, 2, 7
2015/8/20, 55, 30, 39, 8, 3, 8
2015/8/21, 56, 32, 41, 6, 2, 8
2015/8/22, 69, 35, 47, 9, 3, 9
2015/8/23, 69, 32, 42, 10, 3, 8
2015/8/24, 69, 28, 35, 8, 3, 7
2015/8/25, 56, 25, 33, 7, 2, 6
2015/8/26, 54, 20, 30, 7, 1, 5
2015/8/27, 36, 17, 24, 8, 1, 6
2015/8/28, 33, 23, 21, 10, 1, 6
2015/8/29, 43, 27, 22, 10, 1, 6
2015/8/30, 46, 21, 20, 10, 2, 7
2015/8/31, 40, 23, 17, 11, 2, 7
2015/9/1, 48, 19, 19, 8, 1, 6
2015/9/2, 39, 27, 21, 9, 3, 7
2015/9/3, 50, 27, 26, 6, 3, 7
2015/9/4, 52, 29, 23, 6, 2, 6
2015/9/5, 58, 24, 27, 7, 2, 7
2015/9/6, 48, 27, 30, 10, 2, 6
2015/9/7, 41, 22, 36, 8, 2, 5
2015/9/8, 50, 20, 28, 4, 3, 7
2015/9/9, 51, 23, 36, 4, 2, 7
2015/9/10, 54, 33, 51, 9, 3, 8
2015/9/11, 68, 36, 44, 11, 3, 8
2015/9/12, 71, 31, 41, 8, 2, 8
2015/9/13, 66, 15, 41, 3, 2, 7
2015/9/14, 34, 13, 33, 3, 3, 6
2015/9/15, 27, 16, 30, 3, 3, 6
2015/9/16, 33, 20, 26, 2, 2, 6
2015/9/17, 43, 21, 20, 6, 2, 7
2015/9/18, 50, 25, 26, 9, 3, 10
2015/9/19, 59, 27, 23, 8, 3, 8
2015/9/20, 54, 29, 29, 9, 3, 8
2015/9/21, 61, 29, 26, 8, 3, 7
2015/9/22, 62, 25, 15, 8, 1, 7
2015/9/23, 58, 24, 24, 9, 3, 7
2015/9/24, 58, 27, 27, 10, 3, 8
2015/9/25, 59, 26, 24, 11, 3, 8
2015/9/26, 55, 22, 24, 8, 3, 8
2015/9/27, 50, 26, 31, 9, 2, 10
2015/9/28, 57, 30, 39, 9, 2, 10
2015/9/29, 68, 32, 41, 11, 2, 8
2015/9/30, 70, 32, 26, 13, 1, 8
2015/4/1, 60, 26, 18, 5, 1, 5
2015/4/2, 52, 29, 19, 4, 1, 5
2015/4/3, 55, 32, 18, 3, 1, 5
2015/4/4, 53, 26, 23, 3, 2, 5
2015/4/5, 47, 22, 21, 5, 2, 6
2015/4/6, 46, 25, 20, 7, 2, 6
2015/4/7, 49, 30, 42, 6, 1, 8
2015/4/8, 62, 18, 42, 8, 2, 8
2015/4/9, 37, 29, 34, 10, 1, 7
2015/4/10, 53, 21, 46, 10, 2, 9
2015/4/11, 41, 20, 41, 7, 2, 8
2015/4/12, 37, 47, 66, 8, 3, 8
2015/4/13, 102, 68, 102, 13, 4, 8
2015/4/14, 137, 57, 95, 10, 3, 5
2015/4/15, 90, 39, 51, 14, 2, 6
2015/4/16, 62, 42, 37, 11, 2, 6
2015/4/17, 72, 34, 23, 5, 2, 6
2015/4/18, 65, 29, 21, 5, 2, 5
2015/4/19, 59, 35, 22, 8, 2, 6
2015/4/20, 70, 49, 45, 8, 2, 9
2015/4/21, 97, 35, 39, 9, 2, 10
2015/4/22, 69, 25, 34, 9, 2, 7
2015/4/23, 54, 25, 34, 6, 1, 6
2015/4/24, 52, 30, 35, 5, 2, 6
2015/4/25, 60, 36, 44, 6, 2, 7
2015/4/26, 76, 36, 34, 8, 2, 6
2015/4/27, 69, 30, 22, 6, 1, 6
2015/4/28, 55, 26, 18, 7, 2, 6
2015/4/29, 52, 20, 18, 5, 2, 6
2015/4/30, 44, 23, 18, 5, 2, 6
2015/5/1, 42, 28, 23, 5, 2, 6
2015/5/2, 53, 30, 24, 4, 2, 6
2015/5/3, 55, 29, 24, 4, 2, 6
2015/5/4, 55, 29, 27, 4, 2, 6
2015/5/5, 56, 33, 28, 4, 2, 6
2015/5/6, 60, 30, 28, 4, 2, 6
2015/5/7, 59, 29, 23, 4, 2, 6
2015/5/8, 55, 27, 19, 4, 1, 6
2015/5/9, 52, 25, 35, 7, 2, 6
2015/5/10, 59, 25, 21, 4, 2, 6
2015/5/11, 50, 26, 19, 7, 2, 6
2015/5/12, 58, 20, 15, 6, 2, 6
2015/5/13, 38, 22, 18, 4, 2, 6
2015/5/14, 38, 23, 18, 3, 1, 5
2015/5/15, 44, 26, 15, 3, 1, 6
2015/5/16, 43, 29, 16, 4, 1, 6
2015/5/17, 47, 31, 26, 5, 1, 6
2015/5/18, 55, 36, 35, 5, 1, 7
2015/5/19, 63, 36, 38, 9, 2, 7
2015/5/20, 64, 37, 39, 10, 3, 7
2015/5/21, 60, 45, 37, 7, 3, 6
2015/5/22, 53, 33, 37, 7, 2, 6
2015/5/23, 54, 30, 38, 9, 3, 6
2015/5/24, 53, 41, 34, 11, 2, 6
2015/5/25, 68, 32, 37, 5, , 6
2015/5/26, 61, 31, 33, 5, , 6
2015/5/27, 55, 33, 42, 7, 1, 7
2015/5/28, 60, 52, 37, 7, 2, 7
2015/5/29, 66, 37, 32, 6, 2, 7
2015/5/30, 68, 43, 39, 4, 2, 8
2015/5/31, 60, 40, 38, 4, 1, 7
2015/6/1, 59, 32, 30, 3, 1, 5
2015/6/2, 52, 34, 25, 4, 2, 7
2015/6/3, 49, 26, 23, 5, 2, 7
2015/6/4, 45, 23, 17, 6, 2, 8
2015/6/5, 42, 23, 21, 4, 1, 8
2015/6/6, 34, 28, 20, 3, 2, 8
2015/6/7, 54, 22, 18, 3, 2, 8
2015/6/8, 43, 24, 27, 3, 2, 8
2015/6/9, 50, 27, 32, 4, 1, 5
2015/6/10, 56, 33, 26, 3, 2, 4
2015/6/11, 47, 23, 19, 2, 2, 4
2015/6/12, 39, 19, 16, 4, 3, 4
2015/6/13, 34, 23, 15, 6, 3, 5
2015/6/14, 41, 19, 18, 6, 3, 4
2015/6/15, 36, 16, 16, 6, 2, 4
2015/6/16, 26, 16, 16, 6, 2, 4
2015/6/17, 30, 18, 17, 7, 4, 5
2015/6/18, 31, 18, 23, 8, 3, 5
2015/6/19, 34, 18, 23, 8, 3, 5
2015/6/20, 41, 23, 19, 11, 3, 6
2015/6/21, 44, 23, 26, 7, 4, 5
2015/6/22, 35, 40, 26, 2, 3, 4
2015/6/23, 44, 28, 22, 9, 4, 6
2015/6/24, 37, 30, 28, 11, 5, 6
2015/6/25, 51, 29, 29, 10, 3, 5
2015/6/26, 51, 24, 27, 8, 3, 5
2015/6/27, 52, 28, 25, 9, 2, 5
2015/6/28, 51, 29, 29, 13, 2, 5
2015/6/29, 54, 32, 37, 11, 3, 6
2015/6/30, 59, 35, 41, 11, 2, 7
2015/1/1, 106, 65, 54, 8, 1, 6
2015/1/2, 115, 47, 44, 6, , 5
2015/1/3, 77, 41, 37, 11, 1, 5
2015/1/4, 70, 36, 27, 14, 1, 6
2015/1/5, 60, 34, 22, 12, 1, 6
2015/1/6, 56, 39, 38, 10, 1, 6
2015/1/7, 82, 49, 41, 9, 2, 12
2015/1/8, 114, 37, 44, 7, 1, 10
2015/1/9, 81, 50, 48, 6, 2, 9
2015/1/10, 109, 42, 43, 6, 1, 8
2015/1/11, 77, 31, 35, 12, , 8
2015/1/12, 65, 22, 37, 13, , 6
2015/1/13, 42, 29, 42, 12, 1, 5
2015/1/14, 73, 45, 49, 14, 1, 5
2015/1/15, 97, 49, 62, 17, 2, 6
2015/1/16, 97, 53, 70, 14, 2, 6
2015/1/17, 115, 54, 51, 12, 1, 5
2015/1/18, 120, 72, 82, 13, 6, 8
2015/1/19, 158, 72, 67, 22, 3, 8
2015/1/20, 147, 65, 60, 18, 2, 7
2015/1/21, 141, 68, 88, 17, 2, 8
2015/1/22, 147, 72, 79, 12, 2, 8
2015/1/23, 144, 48, 44, 15, 1, 6
2015/1/24, 82, 50, 37, 15, 1, 6
2015/1/25, 87, 46, 29, 13, 1, 6
2015/1/26, 83, 42, 30, 11, , 5
2015/1/27, 74, 37, 36, 7, 1, 5
2015/1/28, 74, 40, 35, 8, 1, 6
2015/1/29, 73, 33, 40, 8, 1, 5
2015/1/30, 63, 43, 47, 8, 1, 6
2015/1/31, 93, 39, 40, 6, 1, 6
2015/2/1, 80, 31, 39, 5, , 5
2015/2/2, 56, 35, 35, 7, 1, 5
2015/2/3, 58, 34, 39, 6, 1, 5
2015/2/4, 63, 55, 53, 8, 1, 8
2015/2/5, 130, 36, 54, 9, 1, 10
2015/2/6, 93, 46, 44, 8, 1, 7
2015/2/7, 103, 60, 46, 8, 1, 8
2015/2/8, 133, 64, 56, 7, 1, 8
2015/2/9, 136, 56, 53, 6, 1, 8
2015/2/10, 123, 51, 50, 7, 1, 7
2015/2/11, 104, 50, 48, 8, , 6
2015/2/12, 101, 54, 63, 6, 1, 8
2015/2/13, 134, 51, 65, 7, 2, 8
2015/2/14, 114, 42, 37, 7, 1, 6
2015/2/15, 86, 41, 26, 8, 1, 6
2015/2/16, 84, 37, 28, 6, 2, 6
2015/2/17, 76, 43, 28, 4, 2, 5
2015/2/18, 93, 63, 38, 3, 4, 7
2015/2/19, 140, 56, 37, 4, 2, 7
2015/2/20, 107, 40, 22, 5, 1, 7
2015/2/21, 83, 32, 19, 10, 2, 8
2015/2/22, 70, 29, 19, 8, 1, 7
2015/2/23, 66, 28, 22, 5, 1, 7
2015/2/24, 61, 31, 26, 5, 1, 7
2015/2/25, 67, 26, 20, 4, 1, 6
2015/2/26, 53, 25, 20, 5, 1, 5
2015/2/27, 57, 24, 21, 4, 1, 5
2015/2/28, 56, 25, 22, 3, 1, 5
2015/3/1, 61, 31, 31, 4, 1, 6
2015/3/2, 68, 28, 21, 6, 2, 5
2015/3/3, 56, 33, 20, 5, 2, 6
2015/3/4, 62, 31, 21, 6, 2, 6
2015/3/5, 66, 28, 19, 4, 1, 6
2015/3/6, 59, 22, 23, 4, 1, 6
2015/3/7, 56, 25, 27, 5, 1, 7
2015/3/8, 59, 29, 22, 5, 2, 5
2015/3/9, 63, 28, 29, 4, 1, 5
2015/3/10, 60, 32, 38, 4, 2, 7
2015/3/11, 63, 35, 34, 6, , 7
2015/3/12, 65, 40, 32, 6, 2, 7
2015/3/13, 75, 38, 26, 5, 2, 7
2015/3/14, 73, 33, 27, 5, 2, 7
2015/3/15, 69, 32, 28, 5, 2, 7
2015/3/16, 68, 34, 26, 6, 1, 6
2015/3/17, 64, 38, 30, 7, 1, 5
2015/3/18, 70, 35, 27, 8, 1, 6
2015/3/19, 67, 39, 25, 7, 1, 5
2015/3/20, 65, 32, 28, 8, 1, 5
